frame,id,x1,y1,x2,y2
183,6,1713,1306,1742,1374
183,7,2277,338,2322,402
183,8,627,1341,685,1432
183,9,1304,525,1337,605
183,10,1983,1170,2023,1259
183,11,1585,991,1622,1076
183,12,691,970,738,1055
183,13,2555,461,2587,521
183,14,1869,412,1906,488
183,16,1835,1024,1873,1117
183,21,2636,451,2671,518
183,22,1810,368,1830,415
183,23,2247,406,2291,488
183,38,2949,1310,3011,1401
183,39,1831,414,1866,488
183,41,297,1961,383,2072
183,42,1872,1017,2001,1272
183,48,1808,326,1857,394
184,2,2067,930,2108,1024
184,3,1266,1500,1316,1600
184,5,1918,1368,1963,1462
184,6,1713,1304,1740,1371
184,7,2272,337,2317,401
184,8,629,1340,685,1430
184,9,1307,524,1338,601
184,10,1986,1169,2025,1256
184,11,1585,990,1622,1075
184,12,694,969,738,1050
184,13,2553,459,2585,520
184,14,1870,410,1908,486
184,16,1834,1020,1872,1113
184,21,2636,450,2674,521
184,22,1811,365,1830,412
184,23,2244,404,2290,487
184,38,2948,1310,3014,1407
184,39,1834,413,1869,487
184,41,301,1958,382,2062
184,42,1872,1013,2003,1272
184,48,1808,326,1857,394
185,2,2068,928,2108,1021
185,3,1269,1498,1317,1594
185,5,1918,1368,1963,1462
185,6,1712,1302,1739,1368
185,7,2267,336,2312,400
185,8,629,1338,687,1430
185,9,1310,523,1340,598
185,10,1989,1168,2028,1253
185,11,1586,990,1622,1075
185,12,696,965,742,1048
185,13,2551,458,2584,521
185,14,1871,408,1910,484
185,16,1833,1016,1871,1110
185,21,2638,449,2675,519
185,22,1811,362,1830,408
185,23,2242,403,2288,486
185,38,2948,1310,3016,1407
185,39,1837,411,1872,486
185,41,303,1955,381,2055
185,42,1872,1009,2004,1272
185,48,1808,326,1857,394
185,49,2950,1311,3013,1392
186,2,2068,926,2108,1020
186,3,1272,1497,1318,1586
186,5,1918,1368,1963,1462
186,6,1711,1301,1738,1365
186,7,2262,334,2307,398
186,8,631,1338,687,1429
186,9,1312,519,1343,596
186,10,1992,1170,2031,1253
186,11,1587,991,1623,1077
186,12,698,963,743,1046
186,13,2549,458,2583,524
186,14,1873,406,1911,483
186,16,1832,1010,1871,1109
186,21,2640,448,2677,519
186,22,1812,359,1831,405
186,23,2240,401,2286,486
186,38,2949,1309,3017,1408
186,39,1839,410,1876,485
186,41,307,1953,380,2047
186,42,1871,1006,2005,1271
186,48,1807,327,1856,395
186,49,2950,1311,3014,1395
186,50,2178,2121,2230,2159
187,2,2069,926,2108,1016
187,3,1274,1494,1319,1582
187,5,1918,1368,1963,1462
187,6,1711,1299,1737,1362
187,7,2253,335,2306,411
187,8,633,1336,689,1427
187,9,1314,517,1345,594
187,10,1993,1171,2033,1254
187,11,1587,991,1623,1076
187,12,701,961,747,1045
187,13,2547,457,2582,523
187,14,1874,404,1913,481
187,16,1831,1006,1870,1106
187,21,2642,447,2678,516
187,22,1812,356,1831,401
187,23,2237,400,2284,485
187,38,2950,1309,3019,1408
187,39,1842,408,1879,484
187,41,309,1950,381,2041
187,42,1871,1002,2007,1271
187,48,1787,322,1837,391
187,49,2950,1312,3016,1398
187,50,2178,2120,2230,2159
188,2,2070,926,2108,1013
188,3,1275,1490,1322,1581
188,5,1918,1368,1963,1461
188,6,1710,1297,1736,1359
188,7,2246,334,2300,414
188,8,634,1334,690,1428
188,9,1316,513,1347,592
188,10,1994,1170,2035,1255
188,11,1588,991,1624,1076
188,12,702,959,749,1045
188,13,2547,457,2580,520
188,14,1876,402,1915,480
188,16,1831,1005,1870,1105
188,21,2642,448,2681,519
188,23,2235,398,2282,484
188,38,2950,1308,3020,1409
188,39,1845,407,1882,482
188,41,311,1948,383,2039
188,42,1871,999,2008,1271
188,48,1784,323,1833,390
188,49,2949,1312,3020,1405
188,50,2180,2120,2231,2158
188,51,1843,408,1913,477
189,2,2071,925,2108,1011
189,3,1277,1489,1326,1582
189,5,1918,1368,1963,1461
189,6,1709,1296,1734,1356
189,7,2240,333,2295,414
189,8,636,1332,694,1428
189,9,1318,510,1350,590
189,10,1997,1172,2038,1254
189,11,1588,991,1624,1077
189,12,703,957,750,1046
189,13,2547,455,2581,521
189,14,1877,400,1916,478
189,16,1831,1005,1868,1099
189,21,2643,448,2682,520
189,23,2233,397,2280,484
189,38,2951,1308,3021,1409
189,39,1848,405,1885,481
189,41,311,1945,386,2041
189,42,1870,995,2009,1271
189,48,1781,323,1830,389
189,49,2947,1312,3021,1410
189,50,2180,2119,2233,2159
189,51,1846,407,1917,478
190,2,2072,924,2109,1008
190,3,1278,1489,1329,1582
190,5,1918,1367,1964,1460
190,6,1709,1294,1733,1354
190,7,2235,332,2290,414
190,8,639,1330,698,1429
190,9,1321,508,1352,588
190,10,1999,1171,2041,1254
190,11,1588,991,1624,1077
190,12,705,956,753,1047
190,13,2546,452,2579,516
190,14,1879,398,1918,476
190,16,1831,1004,1868,1098
190,21,2642,447,2683,522
190,23,2230,395,2278,483
190,38,2952,1308,3023,1410
190,39,1868,401,1906,475
190,41,312,1943,388,2042
190,42,1870,992,2011,1271
190,48,1778,323,1827,389
190,49,2948,1313,3022,1411
190,50,2178,2117,2234,2159
190,51,1847,406,1919,478
191,2,2072,918,2110,1002
191,3,1278,1487,1331,1583
191,5,1919,1367,1964,1460
191,6,1708,1292,1732,1351
191,7,2229,331,2285,414
191,8,641,1328,700,1426
191,9,1323,505,1354,585
191,10,2000,1171,2043,1254
191,11,1588,990,1625,1077
191,12,710,957,758,1047
191,13,2545,451,2577,514
191,14,1880,396,1919,475
191,16,1832,1001,1866,1089
191,21,2642,446,2685,524
191,23,2226,347,2284,469
191,38,2953,1307,3024,1410
191,39,1872,397,1912,475
191,41,312,1941,389,2042
191,42,1869,988,2012,1271
191,48,1776,323,1824,388
191,49,2949,1313,3022,1412
191,50,2178,2116,2234,2159
191,51,1848,405,1921,478
192,2,2073,914,2111,1000
192,3,1280,1486,1334,1585
192,5,1919,1367,1964,1460
192,6,1707,1291,1731,1348
192,7,2224,330,2280,414
192,8,643,1326,703,1427
192,9,1325,502,1357,583
192,10,2004,1170,2046,1252
192,11,1588,990,1625,1078
192,12,713,958,760,1047
192,13,2543,449,2575,511
192,14,1881,394,1921,473
192,16,1832,1000,1866,1086
192,21,2645,446,2687,525
192,23,2224,345,2280,472
192,38,2954,1307,3026,1410
192,39,1874,397,1915,475
192,41,315,1937,391,2036
192,42,1869,984,2013,1270
192,48,1773,323,1821,388
192,49,2950,1314,3022,1412
192,50,2178,2115,2235,2159
192,51,1849,404,1924,478
193,2,2075,913,2111,997
193,3,1280,1485,1336,1586
193,5,1919,1367,1965,1460
193,6,1706,1289,1730,1345
193,7,2218,329,2276,414
193,8,644,1324,704,1424
193,9,1327,500,1359,581
193,10,2006,1168,2049,1253
193,11,1589,990,1625,1078
193,12,715,955,763,1047
193,13,2541,445,2575,513
193,14,1883,392,1923,472
193,16,1832,997,1866,1080
193,21,2650,445,2687,514
193,23,2221,345,2274,472
193,38,2954,1307,3027,1411
193,39,1877,397,1917,474
193,41,319,1935,395,2033
193,42,1869,981,2015,1270
193,48,1770,323,1818,387
193,49,2950,1314,3022,1412
193,50,2177,2113,2236,2159
193,51,1850,403,1926,478
194,2,2076,912,2112,997
194,3,1281,1485,1336,1586
194,5,1919,1367,1966,1460
194,6,1706,1287,1728,1342
194,7,2213,328,2271,414
194,8,645,1321,704,1421
194,9,1329,497,1361,579
194,10,2008,1168,2050,1253
194,11,1590,990,1626,1078
194,12,718,953,768,1046
194,13,2541,443,2573,510
194,14,1884,390,1924,470
194,16,1830,990,1866,1079
194,21,2644,444,2687,521
194,23,2222,358,2269,473
194,38,2955,1306,3028,1411
194,39,1880,396,1920,472
194,41,321,1933,397,2031
194,42,1868,977,2016,1270
194,48,1773,321,1816,380
194,49,2950,1314,3022,1415
194,50,2177,2112,2236,2159
194,51,1851,401,1928,478
195,2,2077,911,2112,994
195,3,1283,1484,1338,1587
195,5,1920,1367,1967,1461
195,6,1705,1285,1727,1339
195,7,2207,327,2266,414
195,8,647,1319,708,1422
195,9,1337,492,1368,570
195,10,2011,1167,2053,1254
195,11,1591,990,1627,1078
195,12,720,952,770,1046
195,13,2541,444,2572,508
195,14,1886,388,1926,468
195,16,1829,985,1866,1077
195,21,2641,443,2687,526
195,23,2217,356,2265,473
195,38,2956,1306,3030,1412
195,39,1881,395,1923,474
195,41,323,1931,402,2032
195,42,1868,974,2017,1270
195,48,1770,320,1813,379
195,49,2950,1314,3022,1416
195,50,2176,2112,2234,2159
195,51,1852,400,1930,479
196,2,2078,911,2113,992
196,3,1284,1480,1340,1586
196,5,1920,1367,1967,1461
196,6,1702,1280,1741,1370
196,7,2202,343,2261,434
196,8,649,1318,709,1419
196,9,1340,492,1370,566
196,10,2014,1166,2057,1256
196,11,1592,990,1627,1079
196,12,721,950,770,1043
196,13,2540,445,2571,509
196,14,1887,386,1928,467
196,16,1827,981,1865,1076
196,21,2644,443,2690,525
196,23,2214,360,2260,474
196,38,2957,1305,3031,1412
196,39,1883,392,1926,475
196,41,323,1925,404,2032
196,42,1868,970,2019,1270
196,48,1768,320,1810,378
196,49,2952,1314,3021,1414
196,50,2176,2111,2235,2158
196,51,1853,399,1932,479
197,2,2079,911,2114,994
197,3,1286,1478,1341,1583
197,5,1920,1367,1968,1461
197,6,1702,1279,1741,1370
197,7,2204,344,2255,422
197,8,649,1316,710,1417
197,9,1343,490,1373,564
197,10,2017,1165,2060,1256
197,11,1592,991,1627,1078
197,12,725,949,775,1042
197,13,2540,444,2572,511
197,14,1888,384,1929,465
197,16,1826,976,1865,1074
197,21,2651,443,2691,514
197,23,2211,358,2258,474
197,38,2957,1305,3032,1413
197,39,1886,393,1928,474
197,41,324,1922,406,2030
197,42,1867,967,2020,1269
197,48,1766,320,1807,377
197,49,2953,1316,3022,1416
197,50,2175,2109,2237,2159
197,51,1853,398,1935,479
198,2,2079,909,2115,994
198,3,1287,1477,1341,1581
198,5,1920,1367,1968,1461
198,6,1702,1279,1741,1369
198,7,2199,344,2250,422
198,8,650,1312,711,1413
198,9,1345,489,1374,563
198,10,2019,1166,2062,1255
198,11,1592,993,1627,1078
198,12,725,945,775,1039
198,13,2541,444,2572,510
198,14,1890,382,1931,464
198,16,1826,974,1864,1069
198,21,2652,442,2692,513
198,23,2208,357,2256,473
198,38,2958,1305,3034,1413
198,39,1887,394,1930,475
198,41,326,1919,406,2026
198,42,1867,963,2021,1269
198,48,1763,319,1804,376
198,49,2955,1318,3022,1416
198,50,2174,2107,2236,2159
198,51,1854,397,1937,479
199,2,2079,908,2115,994
199,3,1290,1475,1342,1576
199,5,1920,1367,1967,1460
199,6,1701,1280,1741,1368
199,7,2194,344,2245,423
199,8,652,1311,712,1411
199,9,1346,484,1377,562
199,10,2023,1166,2064,1251
199,11,1593,993,1628,1079
199,12,728,943,777,1036
199,13,2540,443,2572,509
199,14,1891,380,1933,462
199,16,1826,973,1863,1064
199,21,2653,441,2693,512
199,23,2205,355,2253,473
199,38,2959,1304,3035,1414
199,39,1890,394,1933,476
199,41,327,1917,405,2022
199,42,2219,400,2255,475
199,48,1755,324,1803,389
199,49,2958,1319,3023,1417
199,50,2174,2106,2237,2159
199,51,1855,396,1939,479
200,2,2079,905,2117,995
200,3,1291,1473,1343,1574
200,5,1920,1367,1967,1460
200,6,1700,1277,1741,1367
200,7,2189,344,2240,423
200,8,654,1309,713,1407
200,9,1348,480,1379,559
200,10,2028,1166,2067,1249
200,11,1593,994,1628,1080
200,12,732,942,779,1032
200,13,2539,442,2571,508
200,14,1893,378,1934,461
200,16,1826,972,1863,1062
200,21,2652,442,2695,519
200,23,2202,353,2251,472
200,38,2960,1304,3036,1414
200,39,1894,397,1936,474
200,41,329,1913,408,2020
200,42,2229,380,2263,452
200,48,1751,324,1803,393
200,49,2961,1320,3026,1418
200,50,2175,2104,2237,2159
200,51,1856,395,1941,480
201,2,2080,903,2118,996
201,3,1292,1471,1343,1571
201,5,1921,1367,1967,1459
201,6,1700,1275,1743,1368
201,7,2184,344,2235,423
201,8,656,1307,714,1403
201,9,1350,477,1382,556
201,10,2029,1166,2068,1249
201,11,1595,994,1630,1080
201,12,737,941,783,1030
201,13,2539,440,2571,508
201,14,1894,376,1936,459
201,16,1826,971,1862,1059
201,21,2649,442,2695,523
201,23,2200,352,2249,471
201,38,2960,1303,3038,1414
201,39,1898,397,1939,473
201,41,332,1909,408,2014
201,42,2239,360,2271,428
201,48,1750,323,1799,388
201,49,2963,1320,3026,1418
201,50,2175,2103,2238,2159
201,51,1857,394,1944,480
202,2,2081,902,2119,994
202,3,1295,1469,1343,1565
202,5,1921,1367,1967,1459
202,6,1700,1274,1742,1367
202,7,2179,344,2230,424
202,8,662,1307,716,1397
202,9,1353,476,1385,555
202,10,2032,1166,2071,1250
202,11,1596,994,1631,1079
202,12,739,939,785,1028
202,13,2538,439,2571,507
202,14,1896,374,1937,457
202,16,1826,970,1862,1058
202,21,2647,442,2695,526
202,23,2197,350,2246,471
202,38,2961,1303,3039,1415
202,39,1901,396,1942,472
202,41,336,1906,407,2001
202,42,2249,340,2279,405
202,48,1746,325,1789,380
202,49,2964,1319,3026,1417
202,50,2175,2102,2238,2158
202,51,1858,393,1946,480
203,2,2082,901,2119,992
203,3,1296,1467,1344,1561
203,5,1921,1367,1967,1459
203,6,1700,1273,1742,1364
203,7,2174,344,2225,424
203,8,665,1307,716,1393
203,9,1356,473,1387,552
203,10,2034,1164,2075,1252
203,11,1596,993,1631,1077
203,12,742,937,788,1027
203,13,2537,438,2570,506
203,14,1897,372,1939,456
203,16,1826,968,1862,1055
203,21,2647,442,2696,527
203,23,2194,348,2244,470
203,38,2962,1303,3040,1415
203,39,1904,396,1945,472
203,41,338,1904,407,1998
203,42,2259,320,2288,381
203,48,1743,325,1785,379
203,49,2964,1319,3025,1416
203,50,2176,2100,2239,2159
203,51,1859,392,1948,480
204,2,2083,900,2120,989
204,3,1297,1465,1345,1558
204,5,1921,1368,1968,1460
204,6,1699,1273,1739,1360
204,7,2169,345,2221,424
204,8,668,1305,721,1393
204,9,1358,470,1390,549
204,10,2035,1163,2078,1254
204,11,1597,992,1632,1077
204,12,745,936,790,1025
204,13,2537,437,2570,505
204,14,1898,370,1941,454
204,16,1826,966,1862,1053
204,21,2647,442,2696,526
204,23,2222,406,2249,471
204,38,2963,1302,3042,1416
204,39,1907,395,1948,471
204,41,340,1900,409,1994
204,48,1741,325,1782,378
204,49,2966,1319,3026,1417
204,50,2177,2100,2239,2159
204,51,1860,391,1950,480
205,2,2084,898,2121,987
205,3,1298,1465,1346,1557
205,5,1922,1368,1968,1460
205,6,1698,1272,1736,1354
205,7,2170,354,2209,418
205,8,670,1302,725,1394
205,9,1360,468,1392,546
205,10,2038,1162,2080,1254
205,11,1597,992,1632,1077
205,12,747,934,793,1023
205,13,2536,436,2569,504
205,14,1900,368,1942,453
205,16,1825,961,1861,1049
205,21,2649,441,2698,525
205,23,2219,409,2246,472
205,38,2964,1302,3043,1416
205,39,1910,395,1952,471
205,41,343,1897,411,1989
205,48,1738,325,1778,377
205,49,2967,1319,3027,1419
205,50,2177,2099,2239,2158
205,51,1861,390,1952,480
206,2,2086,897,2122,982
206,3,1299,1463,1347,1555
206,5,1922,1368,1968,1460
206,6,1698,1270,1734,1349
206,7,2164,357,2202,419
206,8,671,1299,727,1393
206,9,1362,465,1393,542
206,10,2039,1163,2081,1252
206,11,1599,992,1634,1076
206,12,754,934,798,1019
206,13,2536,434,2569,503
206,14,1901,366,1944,451
206,16,1825,959,1861,1048
206,21,2649,441,2698,526
206,23,2216,411,2244,474
206,38,2964,1301,3044,1417
206,39,1914,394,1955,470
206,41,346,1894,415,1987
206,48,1735,326,1775,377
206,49,2968,1320,3028,1420
206,50,2177,2097,2239,2158
206,51,1862,389,1955,481
207,2,2086,896,2122,981
207,3,1300,1462,1349,1555
207,5,1921,1369,1968,1459
207,6,1697,1270,1732,1347
207,7,2159,356,2198,419
207,8,672,1295,731,1392
207,9,1363,461,1394,538
207,10,2042,1163,2083,1252
207,11,1600,992,1634,1076
207,12,760,933,805,1017
207,13,2529,438,2564,513
207,14,1903,364,1946,449
207,16,1824,955,1862,1047
207,21,2649,440,2699,526
207,23,2215,411,2243,474
207,38,2965,1301,3046,1417
207,39,1917,394,1958,469
207,41,349,1893,419,1985
207,48,1732,326,1771,376
207,49,2971,1322,3030,1421
207,50,2178,2097,2239,2158
207,51,1863,388,1957,481
208,2,2087,894,2123,979
208,3,1301,1462,1350,1555
208,5,1922,1369,1969,1459
208,6,1696,1268,1732,1347
208,7,2156,357,2194,421
208,8,674,1293,735,1394
208,9,1364,456,1396,536
208,10,2043,1163,2085,1251
208,11,1601,992,1635,1076
208,12,765,933,813,1017
208,13,2528,437,2564,513
208,14,1904,362,1947,448
208,16,1823,950,1862,1045
208,21,2650,440,2700,527
208,23,2212,406,2243,475
208,38,2966,1301,3047,1417
208,39,1920,393,1961,469
208,41,351,1891,423,1984
208,48,1720,323,1763,377
208,49,2974,1323,3032,1421
208,50,2177,2096,2238,2157
208,51,1864,387,1959,481
209,2,2085,892,2122,978
209,3,1301,1462,1351,1556
209,5,1921,1369,1968,1460
209,6,1696,1266,1732,1347
209,7,2151,358,2189,421
209,8,674,1292,736,1395
209,9,1364,452,1398,536
209,10,2047,1162,2086,1247
209,11,1601,991,1636,1076
209,12,767,934,815,1015
209,13,2527,437,2563,513
209,14,1905,360,1949,446
209,16,1823,948,1862,1043
209,21,2650,440,2701,527
209,23,2210,405,2242,477
209,38,2967,1300,3049,1418
209,39,1923,393,1964,468
209,41,353,1888,427,1983
209,48,1714,323,1758,378
209,49,2975,1324,3033,1422
209,50,2179,2096,2238,2156
209,51,1865,386,1961,481
210,2,2085,891,2122,977
210,3,1302,1461,1352,1556
210,5,1921,1369,1968,1460
210,6,1695,1264,1731,1346
210,7,2146,358,2184,421
210,8,674,1292,736,1395
210,9,1367,450,1399,530
210,10,2049,1160,2090,1247
210,11,1602,991,1637,1077
210,12,766,933,814,1016
210,13,2526,436,2562,513
210,14,1907,358,1951,445
210,16,1823,946,1860,1038
210,21,2650,439,2702,527
210,23,2209,405,2240,477
210,38,2967,1300,3050,1418
210,39,1927,392,1967,468
210,41,355,1884,433,1983
210,48,1710,321,1757,379
210,49,2975,1324,3036,1425
210,50,2179,2095,2238,2156
210,51,1866,385,1964,481
211,2,2085,891,2122,976
211,3,1302,1460,1352,1555
211,5,1922,1368,1968,1459
211,6,1694,1262,1731,1346
211,7,2142,359,2179,421
211,8,675,1291,736,1394
211,9,1370,447,1401,525
211,10,2053,1160,2093,1247
211,11,1602,991,1637,1077
211,12,767,932,816,1016
211,13,2525,435,2561,513
211,14,1908,356,1952,443
211,16,1821,945,1860,1040
211,21,2651,439,2703,528
211,23,2207,404,2239,479
211,38,2968,1300,3051,1419
211,39,1930,392,1971,467
211,41,356,1881,437,1983
211,48,1706,321,1754,379
211,49,2974,1326,3034,1425
211,50,2179,2094,2239,2156
211,51,1867,384,1966,482
212,2,2086,890,2123,975
212,3,1303,1458,1352,1553
212,5,1922,1368,1969,1459
212,6,1694,1260,1732,1346
212,7,2137,360,2174,422
212,8,678,1287,739,1391
212,9,1373,446,1402,515
212,10,2054,1159,2095,1248
212,11,1603,991,1637,1077
212,12,769,930,820,1015
212,13,2524,434,2561,513
212,14,1910,354,1954,441
212,16,1822,944,1860,1039
212,21,2651,438,2704,528
212,23,2207,403,2239,480
212,38,2969,1299,3053,1419
212,39,1933,391,1974,466
212,41,355,1878,439,1983
212,48,1702,321,1750,378
212,49,2972,1329,3031,1426
212,50,2179,2094,2239,2157
212,51,1868,383,1968,482
213,2,2084,888,2122,974
213,3,1303,1458,1353,1553
213,5,1922,1367,1969,1459
213,6,1693,1259,1731,1346
213,7,2132,361,2169,422
213,8,680,1286,740,1387
213,9,1377,445,1405,510
213,10,2057,1159,2095,1245
213,11,1603,991,1638,1077
213,12,770,927,822,1014
213,13,2523,433,2560,512
213,14,1911,351,1955,440
213,16,1821,944,1860,1037
213,21,2651,438,2704,529
213,23,2207,402,2238,476
213,38,2970,1299,3054,1420
213,39,1936,391,1977,466
213,41,357,1877,440,1982
213,48,1695,325,1740,379
213,49,2972,1330,3029,1425
213,50,2179,2091,2240,2157
213,51,1869,382,1970,482
214,2,2084,888,2122,973
214,3,1303,1457,1353,1554
214,5,1922,1367,1969,1459
214,6,1691,1258,1729,1344
214,7,2128,362,2164,422
214,8,684,1285,740,1381
214,9,1379,442,1408,511
214,10,2062,1157,2098,1237
214,11,1604,991,1639,1077
214,12,772,925,823,1012
214,13,2522,433,2559,512
214,14,1913,349,1957,438
214,16,1822,940,1860,1031
214,21,2652,437,2705,529
214,23,2205,402,2237,477
214,38,2971,1298,3055,1420
214,39,1939,390,1980,465
214,41,355,1874,441,1982
214,48,1691,325,1735,379
214,49,2973,1331,3028,1423
214,50,2180,2090,2241,2157
214,51,1870,381,1972,482
215,2,2082,887,2121,974
215,3,1303,1455,1354,1553
215,5,1922,1367,1969,1459
215,6,1689,1258,1727,1342
215,7,2123,362,2159,422
215,8,685,1283,740,1377
215,9,1380,440,1409,507
215,10,2064,1155,2099,1233
215,11,1605,991,1639,1078
215,12,774,924,825,1011
215,13,2521,432,2558,512
215,14,1914,347,1959,437
215,16,1821,938,1858,1027
215,21,2652,437,2706,529
215,23,2204,402,2235,476
215,38,2971,1298,3057,1421
215,39,1943,390,1983,465
215,41,355,1871,442,1982
215,48,1687,325,1731,379
215,49,2975,1332,3029,1422
215,50,2180,2089,2241,2158
215,51,1871,380,1975,482
216,2,2083,886,2122,974
216,3,1305,1454,1356,1552
216,5,1922,1367,1970,1459
216,6,1689,1256,1728,1342
216,7,2118,363,2154,422
216,8,687,1283,739,1373
216,9,1380,434,1411,506
216,10,2065,1154,2101,1235
216,11,1605,990,1640,1078
216,12,777,922,829,1009
216,13,2519,431,2558,512
216,14,1915,345,1960,435
216,16,1821,935,1857,1021
216,21,2652,436,2707,530
216,23,2204,404,2234,477
216,38,2972,1298,3058,1421
216,39,1946,389,1986,464
216,41,357,1867,442,1976
216,48,1682,319,1729,379
216,49,2978,1333,3030,1420
216,50,2180,2087,2241,2157
216,51,1872,379,1977,482
217,2,2082,885,2122,975
217,3,1307,1453,1358,1551
217,5,1922,1367,1969,1459
217,6,1687,1253,1729,1345
217,7,2122,366,2164,438
217,8,687,1282,739,1372
217,9,1382,431,1414,507
217,10,2068,1154,2104,1236
217,11,1606,990,1641,1078
217,12,782,921,831,1006
217,13,2517,430,2554,508
217,14,1917,343,1962,433
217,16,1821,935,1855,1017
217,21,2653,436,2708,530
217,23,2202,404,2233,477
217,38,2973,1297,3059,1421
217,39,1949,389,1990,463
217,41,358,1863,441,1971
217,48,1678,319,1726,380
217,49,2979,1334,3031,1420
217,50,2180,2085,2241,2157
217,51,1873,378,1979,483
218,2,2082,884,2122,974
218,3,1307,1450,1359,1550
218,5,1922,1367,1969,1458
218,6,1688,1251,1729,1343
218,7,2117,367,2160,439
218,8,687,1278,741,1371
218,9,1385,429,1416,502
218,10,2071,1154,2107,1236
218,11,1606,990,1642,1078
218,12,786,920,833,1002
218,13,2517,430,2555,507
218,14,1918,341,1964,432
218,16,1821,932,1855,1015
218,21,2653,435,2709,531
218,23,2201,404,2232,478
218,38,2974,1297,3061,1422
218,39,1952,388,1993,463
218,41,360,1859,440,1964
218,48,1673,319,1722,380
218,49,2980,1334,3032,1420
218,50,2182,2082,2243,2157
218,51,1874,377,1981,483
219,2,2082,883,2120,967
219,3,1308,1447,1361,1550
219,5,1920,1366,1968,1458
219,6,1688,1249,1728,1342
219,7,2113,368,2156,441
219,8,687,1275,742,1369
219,9,1387,426,1417,498
219,10,2073,1153,2109,1233
219,11,1607,990,1642,1078
219,12,787,920,833,1001
219,13,2517,430,2554,507
219,14,1920,339,1965,430
219,16,1821,930,1855,1014
219,21,2653,435,2710,531
219,23,2200,404,2231,478
219,38,2974,1296,3062,1422
219,39,1955,388,1996,462
219,41,363,1858,440,1958
219,48,1666,319,1718,382
219,49,2979,1334,3033,1422
219,50,2184,2081,2245,2157
219,51,1875,376,1984,483
220,2,2081,880,2118,964
220,3,1309,1444,1361,1547
220,5,1919,1366,1967,1458
220,6,1688,1247,1727,1338
220,7,2109,369,2152,442
220,8,688,1274,742,1368
220,9,1388,426,1418,497
220,10,2076,1154,2112,1232
220,11,1608,990,1643,1078
220,12,788,919,832,998
220,13,2516,430,2554,507
220,14,1921,337,1967,429
220,16,1820,928,1855,1014
220,21,2654,435,2710,532
220,23,2199,404,2230,478
220,38,2975,1296,3063,1423
220,39,1959,387,1999,462
220,41,366,1855,440,1951
220,48,1662,318,1715,382
220,49,2978,1334,3034,1424
220,50,2185,2080,2246,2158
220,51,1876,374,1986,483
221,2,2082,879,2117,960
221,3,1310,1442,1361,1542
221,5,1919,1365,1968,1458
221,6,1687,1246,1725,1333
221,7,2105,370,2149,444
221,8,690,1272,744,1366
221,9,1390,424,1420,494
221,10,2078,1155,2115,1233
221,11,1608,990,1644,1078
221,12,790,916,835,999
221,13,2515,429,2553,507
221,14,1922,335,1969,427
221,16,1821,927,1855,1012
221,21,2654,434,2711,532
221,23,2198,404,2229,478
221,38,2976,1296,3065,1423
221,39,1962,387,2002,461
221,41,371,1853,440,1943
221,48,1656,319,1710,383
221,49,2979,1335,3035,1424
221,50,2186,2079,2246,2158
221,51,1877,373,1988,483
222,2,2082,878,2117,960
222,3,1312,1441,1360,1536
222,5,1919,1366,1967,1458
222,6,1687,1246,1722,1328
222,7,2101,371,2145,445
222,8,691,1270,745,1364
222,9,1393,420,1420,484
222,10,2081,1155,2118,1233
222,11,1609,990,1644,1078
222,12,792,914,839,1001
222,13,2514,428,2552,506
222,14,1924,333,1970,426
222,16,1820,927,1854,1012
222,21,2654,434,2712,532
222,23,2196,404,2227,479
222,38,2977,1295,3066,1424
222,39,1965,386,2005,460
222,41,373,1850,441,1937
222,48,1651,322,1700,383
222,49,2983,1337,3035,1420
222,50,2188,2078,2247,2158
222,51,1878,372,1990,484
223,2,2081,879,2116,960
223,3,1312,1439,1359,1532
223,5,1919,1366,1967,1457
223,6,1686,1243,1721,1323
223,7,2097,372,2141,447
223,8,692,1269,746,1365
223,9,1394,419,1421,481
223,10,2083,1156,2120,1234
223,11,1609,989,1645,1078
223,12,796,913,844,1002
223,13,2513,428,2551,506
223,14,1925,331,1972,424
223,16,1821,926,1853,1007
223,21,2655,433,2713,533
223,23,2195,405,2226,479
223,38,2978,1295,3067,1424
223,39,1968,386,2009,460
223,41,374,1847,441,1935
223,48,1647,323,1694,383
223,49,2984,1339,3037,1424
223,50,2190,2076,2249,2159
223,51,1879,371,1992,484
224,2,2082,878,2116,959
224,3,1312,1438,1359,1529
224,5,1919,1366,1967,1457
224,6,1685,1239,1720,1320
224,7,2093,373,2137,448
224,8,694,1269,748,1365
224,9,1393,415,1423,483
224,10,2084,1154,2122,1235
224,11,1610,989,1646,1079
224,12,798,911,847,1001
224,13,2512,427,2550,506
224,14,1927,329,1973,422
224,16,1821,927,1853,1005
224,21,2655,433,2714,533
224,23,2194,405,2225,479
224,38,2978,1295,3069,1425
224,39,1972,385,2012,459
224,41,374,1845,443,1935
224,48,1644,325,1690,383
224,49,2984,1340,3040,1429
224,50,2190,2074,2249,2159
224,51,1880,370,1995,484
225,2,2081,876,2116,959
225,3,1313,1437,1359,1526
225,5,1918,1366,1967,1456
225,6,1685,1237,1721,1322
225,7,2089,374,2133,450
225,8,694,1266,749,1365
225,9,1396,412,1424,478
225,10,2084,1150,2124,1236
225,11,1611,989,1646,1079
225,12,800,910,848,1000
225,13,2512,426,2550,505
225,14,1928,327,1975,421
225,16,1821,927,1852,1004
225,21,2656,432,2715,534
