frame,id,x1,y1,x2,y2
9,2,1771,1248,1819,1349
9,3,853,1836,920,1932
9,4,1881,1030,1924,1130
9,5,1676,1421,1721,1508
9,6,1722,1664,1781,1757
9,7,2175,1058,2221,1169
9,8,224,1643,306,1731
9,9,762,987,802,1082
9,10,2020,1415,2065,1521
9,11,1529,1501,1578,1604
9,12,311,1161,373,1253
9,13,2165,933,2214,1002
9,14,1451,804,1492,881
9,15,1784,382,1823,458
9,16,1617,1241,1661,1322
9,17,1428,807,1473,900
9,21,2938,861,2979,954
9,22,1508,800,1548,878
10,1,2749,1492,2797,1583
10,2,1773,1246,1821,1347
10,3,853,1834,922,1933
10,4,1881,1024,1925,1127
10,5,1675,1420,1722,1510
10,6,1726,1664,1782,1758
10,7,2171,1050,2216,1159
10,8,227,1640,308,1730
10,9,765,983,804,1077
10,10,2020,1414,2065,1520
10,11,1528,1497,1574,1595
10,12,312,1159,374,1252
10,13,2166,932,2218,1004
10,14,1455,798,1499,881
10,15,1785,382,1824,456
10,16,1618,1239,1662,1321
10,17,1430,806,1476,900
10,21,2940,856,2975,937
10,22,1515,798,1554,875
11,1,2747,1489,2799,1589
11,2,1774,1244,1822,1345
11,3,856,1830,927,1934
11,4,1884,1018,1925,1113
11,5,1677,1418,1724,1507
11,6,1729,1665,1784,1758
11,7,2168,1044,2212,1152
11,8,228,1638,311,1732
11,9,767,981,808,1076
11,10,2020,1413,2065,1520
11,11,1527,1495,1570,1587
11,12,314,1158,376,1252
11,13,2170,931,2223,1004
11,14,1457,793,1502,880
11,15,1785,376,1825,454
11,16,1620,1238,1665,1322
11,17,1432,804,1479,901
11,21,2937,850,2970,926
11,22,1521,795,1560,872
12,1,2747,1486,2801,1589
12,2,1777,1244,1824,1344
12,3,860,1827,932,1933
12,4,1891,1012,1925,1090
12,5,1677,1417,1725,1508
12,6,1731,1663,1785,1757
12,7,2166,1040,2208,1142
12,8,231,1637,313,1732
12,9,771,979,810,1072
12,10,2020,1413,2064,1520
12,11,1525,1494,1568,1582
12,12,317,1157,379,1252
12,13,2173,931,2225,1004
12,14,1462,791,1508,880
12,15,1785,375,1826,454
12,16,1622,1238,1666,1321
12,17,1434,802,1483,901
12,21,2933,845,2967,923
12,22,1524,791,1564,869
13,1,2750,1484,2802,1585
13,2,1777,1242,1825,1345
13,3,864,1825,936,1932
13,4,1893,1006,1925,1077
13,5,1680,1417,1726,1503
13,6,1732,1659,1787,1756
13,7,2164,1036,2204,1130
13,8,233,1637,315,1734
13,9,774,977,812,1064
13,10,2019,1409,2065,1517
13,11,1524,1490,1566,1579
13,12,319,1156,382,1253
13,13,2177,931,2231,1006
13,14,1467,790,1513,877
13,15,1785,373,1826,454
13,16,1624,1237,1668,1320
13,17,1437,800,1486,902
13,21,2930,841,2965,920
13,22,1528,788,1568,867
14,1,2752,1484,2803,1581
14,2,1779,1241,1827,1345
14,3,867,1823,939,1930
14,4,1895,1000,1926,1069
14,5,1681,1415,1726,1501
14,6,1734,1657,1790,1758
14,7,2161,1027,2202,1125
14,8,238,1638,319,1735
14,9,779,976,814,1057
14,10,2019,1407,2063,1512
14,11,1522,1487,1564,1576
14,12,320,1155,384,1253
14,13,2179,932,2233,1005
14,14,1473,787,1516,871
14,15,1786,372,1827,453
14,16,1625,1235,1669,1320
14,17,1439,798,1489,902
14,21,2928,836,2963,916
14,22,1534,785,1573,863
15,1,2754,1482,2804,1577
15,2,1780,1241,1827,1341
15,3,872,1821,942,1927
15,4,1897,993,1927,1061
15,5,1685,1414,1728,1497
15,6,1735,1655,1791,1757
15,7,2155,1019,2198,1122
15,8,245,1633,331,1737
15,9,782,972,818,1056
15,10,2020,1407,2062,1509
15,11,1520,1484,1564,1576
15,12,326,1155,392,1253
15,13,2180,932,2234,1005
15,14,1476,785,1519,868
15,15,1786,371,1828,453
15,16,1627,1235,1670,1320
15,17,1441,797,1492,902
15,21,2927,834,2960,910
15,22,1539,784,1576,860
16,1,2756,1479,2807,1577
16,2,1783,1237,1828,1336
16,3,876,1816,944,1921
16,4,1899,987,1928,1053
16,5,1687,1413,1729,1495
16,6,1736,1653,1793,1757
16,7,2152,1016,2194,1113
16,8,249,1631,336,1737
16,9,784,968,822,1057
16,10,2018,1405,2061,1508
16,11,1520,1484,1564,1576
16,12,331,1155,396,1252
16,13,2182,932,2236,1005
16,14,1483,784,1523,862
16,15,1786,369,1828,452
16,16,1629,1234,1671,1320
16,17,1443,795,1496,903
16,21,2924,832,2957,904
16,22,1545,782,1582,857
16,23,1890,988,1931,1084
17,1,2756,1478,2807,1575
17,2,1784,1235,1829,1333
17,3,881,1813,946,1912
17,4,1900,981,1929,1045
17,5,1690,1412,1732,1494
17,6,1738,1652,1793,1755
17,7,2148,1011,2188,1101
17,8,257,1630,343,1734
17,9,786,963,825,1054
17,10,2018,1403,2061,1506
17,11,1521,1480,1567,1575
17,12,336,1153,400,1248
17,13,2185,939,2236,1006
17,14,1489,784,1527,858
17,15,1785,367,1822,439
17,16,1631,1234,1673,1321
17,17,1445,793,1499,903
17,21,2918,830,2952,902
17,22,1551,781,1587,853
17,23,1889,981,1934,1084
18,1,2758,1478,2809,1572
18,2,1787,1232,1829,1326
18,3,885,1809,948,1906
18,4,1902,975,1930,1037
18,5,1692,1412,1733,1495
18,6,1737,1650,1791,1751
18,7,2143,1006,2183,1094
18,8,262,1629,347,1731
18,9,791,962,826,1044
18,10,2018,1402,2059,1500
18,11,1519,1476,1566,1574
18,12,337,1152,400,1245
18,13,2185,940,2237,1006
18,14,1495,782,1532,854
18,15,1785,365,1822,437
18,16,1632,1233,1673,1319
18,17,1447,791,1502,903
18,21,2912,828,2948,906
18,22,1556,778,1592,846
18,23,1889,975,1935,1083
19,1,2759,1474,2811,1570
19,2,1788,1230,1829,1322
19,3,886,1807,950,1906
19,4,1904,969,1931,1029
19,5,1694,1412,1734,1496
19,6,1740,1648,1793,1748
19,7,2141,1001,2180,1088
19,8,263,1628,350,1732
19,9,793,958,830,1044
19,10,2019,1401,2058,1494
19,11,1516,1473,1564,1574
19,12,338,1152,401,1244
19,13,2184,941,2237,1006
19,14,1502,779,1539,851
19,15,1783,364,1821,438
19,16,1633,1233,1673,1319
19,17,1450,789,1505,904
19,21,2901,828,2944,917
19,22,1562,775,1599,846
19,23,1889,970,1934,1075
20,1,2760,1474,2811,1566
20,2,1789,1228,1829,1318
20,3,891,1807,951,1902
20,4,1906,963,1932,1021
20,5,1695,1412,1735,1495
20,6,1742,1645,1795,1746
20,7,2139,994,2179,1082
20,8,263,1623,352,1730
20,9,798,956,837,1043
20,10,2018,1400,2056,1490
20,11,1513,1471,1564,1577
20,12,338,1151,401,1244
20,13,2180,939,2234,1006
20,14,1506,779,1542,849
20,15,1782,363,1821,437
20,16,1635,1234,1674,1319
20,17,1452,788,1508,904
20,21,2900,825,2940,906
20,22,1568,772,1605,844
20,23,1889,966,1935,1072
21,1,2762,1473,2811,1563
21,2,1790,1226,1830,1317
21,3,897,1807,954,1897
21,4,1907,957,1933,1013
21,5,1696,1411,1736,1495
21,6,1745,1641,1796,1739
21,7,2135,988,2178,1083
21,8,260,1620,347,1727
21,9,802,953,841,1039
21,10,2018,1399,2055,1487
21,11,1509,1470,1561,1577
21,12,338,1150,399,1240
21,13,2178,938,2234,1007
21,14,1508,775,1545,847
21,15,1781,364,1820,439
21,16,1638,1234,1677,1318
21,17,1454,786,1512,905
21,21,2895,823,2937,907
21,22,1574,768,1612,839
21,23,1889,961,1936,1069
22,1,2763,1471,2812,1560
22,2,1792,1223,1833,1316
22,3,903,1806,961,1895
22,4,1909,951,1934,1005
22,5,1698,1410,1738,1496
22,6,1748,1640,1798,1734
22,7,2130,977,2178,1080
22,8,264,1618,349,1724
22,9,804,951,844,1037
22,10,2018,1397,2055,1484
22,11,1508,1467,1560,1576
22,12,339,1148,400,1237
22,13,2178,939,2235,1007
22,14,1512,773,1548,844
22,15,1781,363,1820,438
22,16,1640,1234,1679,1318
22,17,1456,784,1515,905
22,21,2893,819,2933,900
22,22,1579,765,1618,836
22,23,1889,957,1937,1066
23,1,2765,1470,2814,1560
23,2,1794,1223,1835,1316
23,3,909,1805,968,1895
23,4,1911,945,1934,997
23,5,1701,1409,1742,1495
23,6,1753,1638,1799,1726
23,7,2129,972,2175,1073
23,8,266,1617,350,1724
23,9,805,949,844,1033
23,10,2017,1394,2055,1485
23,11,1506,1465,1559,1575
23,12,341,1144,402,1235
23,13,2172,938,2230,1008
23,14,1516,771,1552,841
23,15,1779,365,1818,438
23,16,1640,1235,1680,1319
23,17,1458,782,1518,905
23,21,2892,816,2931,897
23,22,1585,761,1625,835
23,23,1889,952,1937,1064
24,1,2764,1469,2815,1562
24,2,1796,1221,1836,1313
24,3,913,1803,974,1894
24,4,1913,938,1935,989
24,5,1703,1408,1746,1494
24,6,1755,1637,1800,1723
24,7,2142,948,2198,1063
24,8,270,1617,352,1721
24,9,808,948,848,1034
24,10,2014,1392,2055,1488
24,11,1507,1462,1553,1559
24,12,343,1144,402,1232
24,13,2156,938,2221,1013
24,14,1520,768,1555,839
24,15,1779,365,1817,438
24,16,1643,1235,1685,1319
24,17,1460,780,1521,906
24,21,2888,814,2926,892
24,22,1590,757,1630,831
24,23,1903,938,1945,1032
25,1,2763,1467,2816,1564
25,2,1796,1221,1837,1314
25,3,915,1802,978,1894
25,4,1914,932,1936,981
25,5,1704,1407,1748,1493
25,6,1757,1635,1801,1721
25,7,2131,959,2180,1058
25,8,273,1616,353,1719
25,9,810,945,851,1033
25,10,2013,1390,2054,1489
25,11,1506,1459,1552,1556
25,12,345,1144,401,1230
25,13,2154,938,2220,1014
25,14,1524,766,1560,836
25,15,1779,365,1816,437
25,16,1645,1234,1688,1319
25,17,1463,779,1525,906
25,21,2885,811,2921,886
25,22,1595,756,1634,828
25,23,1905,932,1947,1025
26,1,2763,1465,2817,1565
26,2,1797,1219,1838,1312
26,3,917,1798,983,1895
26,4,1914,927,1945,991
26,5,1704,1406,1749,1493
26,6,1759,1633,1801,1715
26,7,2126,956,2174,1054
26,8,275,1615,352,1716
26,9,813,942,853,1029
26,10,2011,1390,2054,1491
26,11,1505,1457,1550,1553
26,12,347,1144,402,1229
26,13,2166,939,2225,1008
26,14,1530,765,1568,836
26,15,1778,365,1816,436
26,16,1645,1233,1689,1319
26,17,1465,777,1528,906
26,21,2880,810,2917,887
26,22,1597,756,1635,825
26,23,1907,926,1948,1019
27,1,2763,1463,2818,1564
27,2,1799,1217,1840,1310
27,3,917,1796,985,1895
27,4,1916,923,1948,988
27,5,1706,1405,1751,1492
27,6,1760,1631,1803,1715
27,7,2122,950,2171,1053
27,8,277,1614,351,1712
27,9,815,938,855,1026
27,10,2010,1388,2054,1491
27,11,1504,1453,1548,1549
27,12,348,1142,404,1228
27,13,2166,939,2223,1007
27,14,1535,763,1574,835
27,15,1777,364,1815,435
27,16,1645,1233,1689,1319
27,17,1467,775,1531,907
27,21,2878,806,2915,882
27,22,1600,755,1636,822
27,23,1909,920,1950,1012
28,1,2764,1461,2820,1562
28,2,1800,1215,1841,1308
28,3,918,1796,987,1895
28,4,1918,918,1952,985
28,5,1708,1404,1753,1491
28,6,1761,1631,1806,1718
28,7,2120,944,2169,1047
28,8,280,1613,352,1711
28,9,818,935,859,1025
28,10,2010,1386,2055,1491
28,11,1503,1454,1545,1547
28,12,349,1139,405,1228
28,13,2167,938,2223,1007
28,14,1539,760,1579,835
28,15,1778,365,1815,435
28,16,1646,1233,1689,1318
28,17,1469,773,1534,907
28,21,2875,805,2910,879
28,22,1602,753,1639,823
28,23,1910,914,1951,1006
29,1,2766,1459,2822,1560
29,2,1801,1214,1842,1306
29,3,919,1796,989,1896
29,4,1917,911,1954,982
29,5,1710,1403,1754,1490
29,6,1761,1627,1808,1720
29,7,2120,937,2166,1033
29,8,283,1612,356,1711
29,9,822,933,864,1026
29,10,2010,1381,2056,1490
29,11,1501,1451,1544,1546
29,12,351,1138,406,1226
29,13,2166,937,2222,1007
29,14,1546,760,1585,834
29,15,1777,365,1815,434
29,16,1646,1232,1690,1318
29,17,1471,771,1537,908
29,21,2871,802,2907,876
29,22,1606,753,1645,826
29,23,1912,909,1953,1000
30,1,2769,1457,2823,1554
30,2,1806,1212,1848,1305
30,3,921,1794,991,1893
30,4,1917,905,1957,985
30,5,1712,1404,1754,1487
30,6,1762,1624,1809,1715
30,7,2118,929,2161,1019
30,8,286,1611,359,1711
30,9,826,929,867,1019
30,10,2010,1380,2056,1487
30,11,1500,1449,1543,1546
30,12,358,1137,413,1225
30,13,2165,934,2221,1007
30,14,1549,757,1588,832
30,15,1778,365,1814,432
30,16,1648,1231,1691,1318
30,17,1473,770,1541,908
30,21,2868,800,2903,873
30,22,1610,751,1649,824
30,23,1914,903,1954,993
31,1,2771,1455,2823,1548
31,2,1810,1212,1849,1298
31,3,924,1791,993,1891
31,4,1918,902,1960,987
31,5,1714,1403,1756,1484
31,6,1763,1622,1811,1717
31,7,2116,923,2160,1015
31,8,290,1609,365,1710
31,9,828,926,870,1017
31,10,2010,1380,2055,1485
31,11,1498,1449,1542,1547
31,12,362,1136,418,1224
31,13,2165,932,2220,1007
31,14,1552,755,1591,830
31,15,1778,365,1814,431
31,16,1649,1229,1693,1319
31,17,1475,768,1544,908
31,21,2865,797,2899,870
31,22,1612,750,1651,824
31,23,1916,897,1956,987
32,1,2771,1454,2826,1552
32,2,1811,1206,1850,1293
32,3,928,1790,995,1888
32,4,1918,896,1964,988
32,5,1716,1402,1758,1484
32,6,1765,1620,1814,1715
32,7,2114,920,2157,1009
32,8,299,1609,375,1710
32,9,832,924,873,1012
32,10,2009,1378,2053,1482
32,11,1496,1445,1542,1549
32,12,364,1134,422,1224
32,13,2164,931,2219,1007
32,14,1556,755,1593,828
32,15,1777,365,1813,430
32,16,1650,1229,1694,1319
32,17,1478,766,1547,909
32,21,2861,795,2896,867
32,22,1613,749,1652,822
32,23,1917,891,1957,980
33,1,2773,1454,2827,1549
33,2,1813,1204,1852,1290
33,3,931,1789,995,1883
33,4,1918,889,1965,986
33,5,1720,1402,1760,1483
33,6,1766,1616,1816,1715
33,7,2112,914,2156,1005
33,8,302,1608,380,1711
33,9,835,923,875,1009
33,10,2008,1377,2052,1479
33,11,1494,1442,1540,1547
33,12,364,1133,424,1225
33,13,2166,934,2217,1007
33,14,1560,753,1597,826
33,15,1777,364,1813,429
33,16,1651,1228,1695,1319
33,17,1480,764,1550,909
33,21,2851,788,2886,862
33,22,1618,747,1657,821
33,23,1919,885,1959,974
34,1,2771,1452,2828,1553
34,2,1814,1202,1852,1289
34,3,935,1788,996,1878
34,4,1920,884,1966,980
34,5,1723,1402,1763,1483
34,6,1768,1615,1817,1711
34,7,2110,910,2154,1001
34,8,305,1607,385,1711
34,9,840,923,878,1006
34,10,2007,1376,2051,1477
34,11,1493,1440,1539,1545
34,12,363,1131,422,1223
34,13,2167,942,2213,1007
34,14,1564,751,1601,824
34,15,1777,364,1812,428
34,16,1655,1226,1700,1321
34,17,1482,762,1554,909
34,21,2845,785,2881,858
34,22,1626,744,1664,816
34,23,1921,880,1960,968
35,1,2772,1451,2827,1548
35,2,1815,1200,1853,1289
35,3,938,1786,998,1876
35,4,1923,879,1968,972
35,5,1725,1402,1765,1483
35,6,1771,1612,1818,1707
35,7,2109,905,2153,996
35,8,308,1606,388,1709
35,9,844,922,882,1003
35,10,2007,1375,2051,1474
35,11,1493,1439,1537,1540
35,12,364,1129,424,1224
35,13,2165,944,2211,1011
35,14,1568,750,1605,821
35,15,1777,364,1812,428
35,16,1657,1225,1703,1321
35,17,1484,760,1557,910
35,21,2838,780,2875,857
35,22,1631,742,1669,813
35,23,1923,874,1962,961
36,1,2775,1452,2829,1547
36,2,1816,1198,1856,1291
36,3,940,1785,1001,1877
36,4,1926,875,1970,967
36,5,1727,1401,1767,1482
36,6,1772,1610,1818,1702
36,7,2107,898,2152,991
36,8,310,1605,389,1706
36,9,845,917,885,1002
36,10,2007,1374,2050,1469
36,11,1493,1436,1534,1531
36,12,365,1128,426,1223
36,13,2162,945,2211,1018
36,14,1577,752,1613,822
36,15,1777,364,1811,427
36,16,1663,1227,1707,1319
36,17,1486,759,1560,910
36,21,2833,775,2868,851
36,22,1635,743,1671,811
36,23,1925,868,1963,955
37,1,2778,1451,2831,1545
37,2,1819,1197,1858,1291
37,3,941,1783,1004,1877
37,4,1932,870,1970,951
37,5,1729,1401,1769,1483
37,6,1775,1609,1818,1698
37,7,2107,892,2145,969
37,8,312,1604,391,1705
37,9,849,913,889,1000
37,10,2006,1373,2049,1468
37,11,1491,1434,1532,1528
37,12,366,1125,427,1222
37,13,2159,944,2210,1023
37,14,1581,751,1617,822
37,15,1776,363,1810,426
37,16,1666,1227,1708,1319
37,17,1488,757,1563,910
37,21,2829,770,2863,841
37,22,1639,741,1676,811
37,23,1926,862,1965,949
38,1,2780,1449,2833,1542
38,2,1820,1196,1860,1292
38,3,944,1780,1008,1877
38,4,1934,864,1972,946
38,5,1732,1401,1772,1482
38,6,1776,1607,1818,1697
38,7,2106,889,2140,957
38,8,313,1604,391,1704
38,9,853,910,893,996
38,10,2005,1372,2047,1466
38,11,1490,1431,1531,1526
38,12,367,1124,426,1219
38,13,2155,943,2211,1030
38,14,1587,752,1622,820
38,15,1776,363,1810,425
38,16,1668,1229,1710,1318
38,17,1491,755,1566,911
38,21,2822,768,2858,844
38,22,1643,739,1681,812
38,23,1928,857,1966,942
39,1,2781,1448,2833,1540
39,2,1820,1192,1862,1293
39,3,948,1777,1015,1877
39,4,1938,860,1975,940
39,5,1734,1401,1775,1482
39,6,1777,1606,1819,1694
39,7,2105,882,2139,949
39,8,315,1604,393,1703
39,9,859,907,898,990
39,10,2004,1372,2044,1461
39,11,1491,1429,1528,1517
39,12,369,1125,428,1218
39,13,2152,943,2208,1032
39,14,1595,752,1629,818
39,15,1781,363,1819,432
39,16,1672,1230,1713,1318
39,17,1493,753,1570,911
39,21,2817,765,2854,841
39,22,1647,738,1685,810
39,23,1930,851,1968,936
40,1,2781,1445,2834,1539
40,2,1821,1189,1864,1292
40,3,951,1774,1020,1878
40,4,1941,855,1978,936
40,5,1736,1401,1779,1484
40,6,1778,1604,1819,1691
40,7,2097,879,2136,953
40,8,314,1600,391,1699
40,9,863,902,903,988
40,10,2004,1370,2044,1456
40,11,1490,1426,1527,1515
40,12,372,1124,429,1215
40,13,2150,951,2201,1030
40,14,1600,753,1634,817
40,15,1781,362,1820,432
40,16,1675,1231,1716,1318
40,17,1495,751,1573,912
40,21,2812,761,2849,837
40,22,1652,737,1689,808
40,23,1932,845,1969,930
41,1,2783,1444,2835,1535
41,2,1823,1189,1865,1290
41,3,952,1772,1022,1877
41,4,1942,850,1980,929
41,5,1738,1399,1782,1483
41,6,1780,1600,1820,1686
41,7,2092,875,2135,955
41,8,316,1598,391,1696
41,9,865,899,908,988
41,10,2004,1369,2044,1454
41,11,1488,1420,1526,1512
41,12,373,1122,428,1212
41,13,2146,954,2197,1030
41,14,1606,754,1640,817
41,15,1781,361,1820,432
41,16,1678,1231,1720,1316
41,17,1497,750,1576,912
41,21,2805,765,2843,840
41,22,1656,737,1695,809
41,23,1933,839,1971,923
42,1,2784,1441,2836,1533
42,2,1824,1185,1866,1287
42,3,953,1771,1023,1875
42,4,1944,845,1982,924
42,5,1740,1399,1785,1483
42,6,1779,1599,1821,1689
42,7,2090,870,2132,950
42,8,316,1597,389,1692
42,9,867,898,910,987
42,10,2003,1367,2045,1455
42,11,1486,1415,1525,1511
42,12,375,1120,429,1209
42,13,2143,951,2197,1029
42,14,1612,754,1644,815
42,15,1782,362,1820,431
42,16,1680,1230,1725,1317
42,17,1499,748,1579,912
42,21,2799,762,2841,842
42,22,1661,734,1699,805
42,23,1935,833,1972,917
43,1,2785,1439,2836,1530
43,2,1825,1184,1867,1284
43,3,955,1768,1026,1876
43,4,1946,839,1984,918
43,5,1742,1398,1788,1482
43,6,1782,1599,1821,1682
43,7,2084,863,2132,955
43,8,317,1595,389,1690
43,9,869,896,912,984
43,10,2002,1366,2045,1456
43,11,1485,1414,1524,1510
43,12,379,1119,431,1206
43,13,2141,949,2196,1030
43,14,1617,753,1649,814
43,15,1782,362,1821,431
43,16,1681,1230,1729,1319
43,17,1501,746,1583,913
43,21,2793,758,2834,835
43,22,1667,733,1705,802
43,23,1937,828,1974,911
44,1,2785,1438,2837,1530
44,2,1827,1183,1868,1281
44,3,957,1766,1029,1876
44,4,1952,835,1983,901
44,5,1744,1399,1791,1483
44,6,1783,1597,1824,1681
44,7,2080,854,2134,956
44,8,321,1594,391,1689
44,9,873,895,913,979
44,10,2001,1364,2046,1458
44,11,1485,1414,1523,1509
44,12,383,1120,435,1206
44,13,2137,945,2196,1030
44,14,1622,753,1654,813
44,15,1783,362,1821,431
44,16,1681,1231,1730,1320
44,17,1504,744,1586,913
44,21,2790,758,2828,830
44,22,1670,732,1709,802
44,23,1939,822,1975,904
45,1,2786,1439,2838,1532
45,2,1828,1181,1868,1277
45,3,960,1766,1030,1873
45,4,1953,833,1986,897
45,5,1745,1398,1794,1483
45,6,1786,1597,1824,1674
45,7,2080,849,2134,949
45,8,326,1594,391,1685
45,9,877,895,915,972
45,10,2000,1363,2046,1459
45,11,1483,1411,1522,1508
45,12,386,1119,440,1205
45,13,2136,941,2197,1030
45,14,1628,752,1659,811
45,15,1783,361,1821,431
45,16,1682,1232,1731,1320
45,17,1506,742,1589,913
45,21,2784,755,2823,829
45,22,1675,730,1713,800
45,23,1940,816,1977,898
46,1,2787,1439,2838,1531
46,2,1830,1179,1870,1273
46,3,962,1763,1032,1872
46,4,1956,828,1987,891
46,5,1745,1397,1795,1483
46,6,1782,1595,1828,1689
46,7,2082,846,2131,937
46,8,331,1594,396,1686
46,9,879,892,917,971
46,10,1999,1361,2047,1460
46,11,1482,1410,1520,1508
46,12,389,1117,443,1205
46,13,2134,937,2195,1027
46,14,1620,761,1657,828
46,15,1783,361,1821,430
46,16,1682,1232,1732,1320
46,17,1508,741,1592,914
46,21,2781,750,2820,826
46,22,1677,732,1716,800
46,23,1955,829,1993,907
47,1,2788,1438,2839,1530
47,2,1832,1177,1870,1268
47,3,966,1761,1034,1867
47,4,1958,823,1989,885
47,5,1747,1397,1798,1484
47,6,1782,1590,1830,1690
47,7,2083,843,2127,922
47,8,332,1592,399,1688
47,9,879,889,919,971
47,10,1999,1360,2047,1460
47,11,1481,1407,1518,1503
47,12,392,1117,448,1205
47,13,2131,934,2193,1027
47,14,1622,761,1661,830
47,15,1783,361,1822,430
47,16,1682,1232,1732,1320
47,17,1510,739,1595,914
47,21,2777,746,2814,817
47,22,1679,731,1718,800
47,23,1959,823,1998,904
48,1,2790,1438,2840,1529
48,2,1834,1175,1872,1263
48,3,970,1758,1036,1862
48,4,1961,818,1991,878
48,5,1749,1399,1798,1484
48,6,1783,1588,1830,1688
48,7,2083,839,2126,915
48,8,335,1590,405,1692
48,9,880,885,921,971
48,10,1999,1360,2047,1460
48,11,1481,1404,1517,1498
48,12,394,1116,453,1207
48,13,2127,929,2190,1026
48,14,1623,761,1662,831
48,15,1784,361,1822,430
48,16,1682,1232,1733,1321
48,17,1512,737,1599,915
48,21,2766,744,2809,829
48,22,1681,729,1719,799
48,23,1962,818,1998,892
49,1,2790,1438,2841,1529
49,2,1837,1173,1874,1260
49,3,974,1755,1038,1858
49,4,1963,813,1993,872
49,5,1751,1399,1801,1483
49,6,1782,1584,1830,1685
